Forex,MAE,EVR,order,n_b,n_c,frequency,N
XRPUSD_,9.40591275559877,59.513920999021984,1,1,1,W,59
XRPUSD_,13.884696076273359,87.85247395441739,1,1,2,W,59
XRPUSD_,14.71092340488556,93.08025239973524,1,1,3,W,59
XRPUSD_,15.747819516779103,99.6409929563275,1,1,4,W,59
XRPUSD_,19.189111985012907,121.41504226027072,1,1,5,W,59
XRPUSD_,19.240562118565027,121.74058208433375,1,1,6,W,59
XRPUSD_,9.917153616049047,62.74868927413692,1,2,1,W,59
XRPUSD_,17.060840966560196,107.94885811123015,1,2,2,W,59
XRPUSD_,18.66370444514023,118.09063732129651,1,2,3,W,59
XRPUSD_,20.59852443861281,130.33280107837732,1,2,4,W,59
XRPUSD_,21.115434935723524,133.6034427787589,1,2,5,W,59
XRPUSD_,21.75047007087098,137.62149311016057,1,2,6,W,59
XRPUSD_,9.926403078736167,62.80721329046026,1,3,1,W,59
XRPUSD_,21.422365392670315,135.54548024408112,1,3,2,W,59
XRPUSD_,17.97991276585329,113.76409028239821,1,3,3,W,59
XRPUSD_,20.77022877710954,131.41922391707539,1,3,4,W,59
XRPUSD_,21.139819805927367,133.7577328808034,1,3,5,W,59
XRPUSD_,20.550749368361334,130.03051443905287,1,3,6,W,59
XRPUSD_,9.86287229808808,62.40523573030845,1,4,1,W,59
XRPUSD_,22.865085223974265,144.67398444085217,1,4,2,W,59
XRPUSD_,18.860576425750715,119.33630308552542,1,4,3,W,59
XRPUSD_,20.702650924660784,130.99163936718415,1,4,4,W,59
XRPUSD_,20.571634782712497,130.16266247529603,1,4,5,W,59
XRPUSD_,20.204504516524015,127.83972346597068,1,4,6,W,59
XRPUSD_,9.60467735806189,60.771561927208445,1,5,1,W,59
XRPUSD_,17.40488202500569,110.12570504833971,1,5,2,W,59
XRPUSD_,15.7207562923942,99.46975613541788,1,5,3,W,59
XRPUSD_,18.793218948141973,118.91011291076393,1,5,4,W,59
XRPUSD_,18.49921012713884,117.04983436036161,1,5,5,W,59
XRPUSD_,19.968619959231102,126.34721388477523,1,5,6,W,59
XRPUSD_,10.151824900897978,64.23352213088705,1,6,1,W,59
XRPUSD_,21.72530473139834,137.4622647541037,1,6,2,W,59
XRPUSD_,22.856895792397808,144.62216754689064,1,6,3,W,59
XRPUSD_,18.67435506840013,118.15802688440964,1,6,4,W,59
XRPUSD_,19.21264975259348,121.56397249986387,1,6,5,W,59
XRPUSD_,19.9578186161525,126.27887067392835,1,6,6,W,59
XRPUSD_,11.183216120415024,70.75943164678016,2,1,1,W,59
XRPUSD_,16.077458390268184,101.72671311818615,2,1,2,W,59
XRPUSD_,14.215410848086913,89.94500163507291,2,1,3,W,59
XRPUSD_,16.483190774646285,104.29389885529072,2,1,4,W,59
XRPUSD_,18.7176591718063,118.43202442787126,2,1,5,W,59
XRPUSD_,19.472542772856375,123.20839054604619,2,1,6,W,59
XRPUSD_,13.107035243899368,82.93198972874872,2,2,1,W,59
XRPUSD_,22.09764541964451,139.81817160554817,2,2,2,W,59
XRPUSD_,20.148232348473666,127.4836732398192,2,2,3,W,59
XRPUSD_,19.42790510710002,122.92595516923248,2,2,4,W,59
XRPUSD_,20.105467848705445,127.21308992410071,2,2,5,W,59
XRPUSD_,20.987193547947808,132.79202255626683,2,2,6,W,59
XRPUSD_,14.265262018996054,90.26042436163706,2,3,1,W,59
XRPUSD_,19.172976969661786,121.31295136767201,2,3,2,W,59
XRPUSD_,14.582968335805896,92.27064379815654,2,3,3,W,59
XRPUSD_,15.710944177102187,99.40767205389433,2,3,4,W,59
XRPUSD_,15.399990303458152,97.44017727148997,2,3,5,W,59
XRPUSD_,19.916261887245962,126.01592927255831,2,3,6,W,59
XRPUSD_,14.287208601629894,90.39928671545714,2,4,1,W,59
XRPUSD_,19.564430049746335,123.78978783089653,2,4,2,W,59
XRPUSD_,16.12033526567294,101.99800746694613,2,4,3,W,59
XRPUSD_,20.02034040308183,126.67446404000702,2,4,4,W,59
XRPUSD_,15.465729342521536,97.85612711910483,2,4,5,W,59
XRPUSD_,19.927241349146,126.08539949252625,2,4,6,W,59
XRPUSD_,14.58257195332064,92.26813577192603,2,5,1,W,59
XRPUSD_,18.698193547436237,118.30885981205373,2,5,2,W,59
XRPUSD_,19.4230042611938,122.89494610465046,2,5,3,W,59
XRPUSD_,18.871657999280167,119.40641939520351,2,5,4,W,59
XRPUSD_,19.140819108095744,121.109479308929,2,5,5,W,59
XRPUSD_,20.305649702317986,128.47969820879302,2,5,6,W,59
XRPUSD_,15.29848976750325,96.79795412577955,2,6,1,W,59
XRPUSD_,18.303793652305373,115.81337800069319,2,6,2,W,59
XRPUSD_,18.791367970985316,118.89840124480075,2,6,3,W,59
XRPUSD_,18.02976727783884,114.07953414891577,2,6,4,W,59
XRPUSD_,18.731797242871924,118.52148007841163,2,6,5,W,59
XRPUSD_,19.932691485701074,126.1198840773614,2,6,6,W,59
XRPUSD_,11.202477274663927,70.88130252120826,3,1,1,W,59
XRPUSD_,15.759418309380349,99.71438186014693,3,1,2,W,59
XRPUSD_,16.354874171924944,103.48200272615905,3,1,3,W,59
XRPUSD_,17.29845570925166,109.45231507412034,3,1,4,W,59
XRPUSD_,16.975768315842572,107.41057893029979,3,1,5,W,59
XRPUSD_,24.172178013567997,152.94433725397693,3,1,6,W,59
XRPUSD_,13.099546353330654,82.88460535965478,3,2,1,W,59
XRPUSD_,21.711612263640788,137.37562856412632,3,2,2,W,59
XRPUSD_,17.784698608019585,112.52891404069959,3,2,3,W,59
XRPUSD_,20.17980266400156,127.68342772543495,3,2,4,W,59
XRPUSD_,21.3832078820747,135.29771938847264,3,2,5,W,59
XRPUSD_,20.41902043223077,129.19702749293026,3,2,6,W,59
XRPUSD_,14.271741611615285,90.30142261170239,3,3,1,W,59
XRPUSD_,18.601240265977285,117.69540845615958,3,3,2,W,59
XRPUSD_,17.007676618455623,107.61247195761877,3,3,3,W,59
XRPUSD_,15.398852003298812,97.43297491829829,3,3,4,W,59
XRPUSD_,15.065167547599762,95.32165719176993,3,3,5,W,59
XRPUSD_,19.68770441899839,124.5697802955836,3,3,6,W,59
XRPUSD_,14.29212988674287,90.43042510479135,3,4,1,W,59
XRPUSD_,18.279378472666227,115.65889612211568,3,4,2,W,59
XRPUSD_,17.379106222604488,109.96261411738477,3,4,3,W,59
XRPUSD_,15.425097627591008,97.59903854777072,3,4,4,W,59
XRPUSD_,15.723532848398209,99.48732420552076,3,4,5,W,59
XRPUSD_,20.348969216852886,128.75379326290795,3,4,6,W,59
XRPUSD_,14.580414020246996,92.25448190740454,3,5,1,W,59
XRPUSD_,17.013295314066553,107.64802306418282,3,5,2,W,59
XRPUSD_,16.73921491657888,105.91383739318,3,5,3,W,59
XRPUSD_,18.398886273943443,116.41505642561684,3,5,4,W,59
XRPUSD_,19.10095543227749,120.8572503424243,3,5,5,W,59
XRPUSD_,20.610277568894983,130.40716652118755,3,5,6,W,59
XRPUSD_,15.244194104892946,96.4544098192203,3,6,1,W,59
XRPUSD_,19.298944674455452,122.10998534261037,3,6,2,W,59
XRPUSD_,19.019607003570535,120.34253538755947,3,6,3,W,59
XRPUSD_,17.966489313699324,113.67915623168105,3,6,4,W,59
XRPUSD_,18.586310619120223,117.60094427743694,3,6,5,W,59
XRPUSD_,20.04615173187057,126.83777975665544,3,6,6,W,59
XRPUSD_,12.566810420753173,79.51383156783065,4,1,1,W,59
XRPUSD_,16.813693657672715,106.38508585451905,4,1,2,W,59
XRPUSD_,15.749353687396704,99.65070009600734,4,1,3,W,59
XRPUSD_,16.118323020638876,101.98527541264161,4,1,4,W,59
XRPUSD_,19.151894892993095,121.17955899226337,4,1,5,W,59
XRPUSD_,19.943853431170407,126.19050892346812,4,1,6,W,59
XRPUSD_,16.22593643083707,102.66617647555638,4,2,1,W,59
XRPUSD_,23.44500564284401,148.3433080770713,4,2,2,W,59
XRPUSD_,18.561280223114746,117.44256974759054,4,2,3,W,59
XRPUSD_,20.515101043091168,129.80495721042416,4,2,4,W,59
XRPUSD_,20.1039719519377,127.2036249541003,4,2,5,W,59
XRPUSD_,22.280927987443064,140.9778532381434,4,2,6,W,59
XRPUSD_,17.182204609369656,108.71676085900083,4,3,1,W,59
XRPUSD_,21.035476865096296,133.09752502019683,4,3,2,W,59
XRPUSD_,17.376117593210957,109.94370419782209,4,3,3,W,59
XRPUSD_,16.089394029709954,101.80223334905237,4,3,4,W,59
XRPUSD_,16.76555789126675,106.08051698666442,4,3,5,W,59
XRPUSD_,19.284038282911546,122.01566830695677,4,3,6,W,59
XRPUSD_,17.23870104250582,109.07423007498849,4,4,1,W,59
XRPUSD_,20.391879761873316,129.02530064903064,4,4,2,W,59
XRPUSD_,17.731672563984237,112.19340297679652,4,4,3,W,59
XRPUSD_,20.566599598339646,130.1308034125163,4,4,4,W,59
XRPUSD_,17.472011184703884,110.55045058987484,4,4,5,W,59
XRPUSD_,20.255108322789592,128.15990833336133,4,4,6,W,59
XRPUSD_,16.92218468286695,107.071539840462,4,5,1,W,59
XRPUSD_,15.956485686975894,100.96128395741809,4,5,2,W,59
XRPUSD_,16.61473396488603,105.126210533626,4,5,3,W,59
XRPUSD_,19.6247711398392,124.17158329956534,4,5,4,W,59
XRPUSD_,19.019977908809793,120.34488221191144,4,5,5,W,59
XRPUSD_,20.321125236814606,128.57761637594817,4,5,6,W,59
XRPUSD_,18.225939278854383,115.32077094049772,4,6,1,W,59
XRPUSD_,18.55976370288617,117.4329742870093,4,6,2,W,59
XRPUSD_,18.801693480833006,118.96373372164987,4,6,3,W,59
XRPUSD_,20.49575325833428,129.68253819980322,4,6,4,W,59
XRPUSD_,18.166984378583965,114.94774629436644,4,6,5,W,59
XRPUSD_,19.244916556955,121.76813387107363,4,6,6,W,59
XRPUSD_,12.63379720318238,79.9376762473486,5,1,1,W,59
XRPUSD_,18.290237509819885,115.72760438000417,5,1,2,W,59
XRPUSD_,15.443424029074015,97.71499497203234,5,1,3,W,59
XRPUSD_,15.958412423022866,100.9734749717157,5,1,4,W,59
XRPUSD_,18.91067058048885,119.653263240809,5,1,5,W,59
XRPUSD_,19.957118843888658,126.27444301312501,5,1,6,W,59
XRPUSD_,16.043418479216133,101.5113327898964,5,2,1,W,59
XRPUSD_,14.845732586273117,93.93322894539439,5,2,2,W,59
XRPUSD_,17.839576067505355,112.8761395437768,5,2,3,W,59
XRPUSD_,19.128896574206795,121.03404200067278,5,2,4,W,59
XRPUSD_,21.78819026223699,137.8601596327358,5,2,5,W,59
XRPUSD_,23.189448707723713,146.72632569134288,5,2,6,W,59
XRPUSD_,16.64257704223988,105.30238170904117,5,3,1,W,59
XRPUSD_,16.028978236066532,101.41996520948797,5,3,2,W,59
XRPUSD_,16.699750626574094,105.66413545582903,5,3,3,W,59
XRPUSD_,17.84092157891636,112.88465298228071,5,3,4,W,59
XRPUSD_,24.150587895045096,152.80773035132768,5,3,5,W,59
XRPUSD_,26.22863152762167,165.95611135327437,5,3,6,W,59
XRPUSD_,16.889483761168268,106.86463168373771,5,4,1,W,59
XRPUSD_,16.725190390498252,105.8251001744859,5,4,2,W,59
XRPUSD_,16.799754522121727,106.29688892631744,5,4,3,W,59
XRPUSD_,21.99115740193841,139.14439122529416,5,4,4,W,59
XRPUSD_,21.864282633561746,138.34161799763018,5,4,5,W,59
XRPUSD_,29.33276582477283,185.5968637322548,5,4,6,W,59
XRPUSD_,17.093280685582517,108.15411356333667,5,5,1,W,59
XRPUSD_,18.98797999053387,120.14242216046424,5,5,2,W,59
XRPUSD_,16.228147771912756,102.68016826790019,5,5,3,W,59
XRPUSD_,19.61677839343671,124.12101088938857,5,5,4,W,59
XRPUSD_,22.362052163436463,141.4911492814549,5,5,5,W,59
XRPUSD_,19.187666194973612,121.40589432998308,5,5,6,W,59
XRPUSD_,18.036656026865032,114.12312124949598,5,6,1,W,59
XRPUSD_,18.335759910994724,116.01563773281116,5,6,2,W,59
XRPUSD_,110.54833610929497,699.4711850655569,5,6,3,W,59
XRPUSD_,22.800443905695545,144.26498018902956,5,6,4,W,59
XRPUSD_,19.143401788940736,121.12582067502163,5,6,5,W,59
XRPUSD_,17.908321373403215,113.3111109081267,5,6,6,W,59
XRPUSD_,15.050519177087784,95.22897272955275,6,1,1,W,59
XRPUSD_,16.099451756880367,101.8658714877214,6,1,2,W,59
XRPUSD_,16.20196510152732,102.51450296594055,6,1,3,W,59
XRPUSD_,16.39876206462828,103.75969407276496,6,1,4,W,59
XRPUSD_,17.690382216937063,111.9321470502279,6,1,5,W,59
XRPUSD_,18.61038479853188,117.75326854929123,6,1,6,W,59
XRPUSD_,21.19822496733644,134.12727917071192,6,2,1,W,59
XRPUSD_,22.661448520398235,143.38551632467585,6,2,2,W,59
XRPUSD_,18.82955832007985,119.14004259083433,6,2,3,W,59
XRPUSD_,18.935131926884818,119.80803722976319,6,2,4,W,59
XRPUSD_,16.39633155895078,103.74431556281735,6,2,5,W,59
XRPUSD_,21.579202784193324,136.53783562428993,6,2,6,W,59
XRPUSD_,19.550261646594645,123.70014026050524,6,3,1,W,59
XRPUSD_,20.06506076022333,126.95742262904805,6,3,2,W,59
XRPUSD_,14.55964954910074,92.12309911367736,6,3,3,W,59
XRPUSD_,22.49797158351467,142.35115062730537,6,3,4,W,59
XRPUSD_,21.723412471063835,137.45029187757555,6,3,5,W,59
XRPUSD_,25.3843668962799,160.6142056948326,6,3,6,W,59
XRPUSD_,20.089206691689785,127.11020089683363,6,4,1,W,59
XRPUSD_,20.54109778973538,129.96944611928572,6,4,2,W,59
XRPUSD_,19.914826616711988,126.0068479022128,6,4,3,W,59
XRPUSD_,22.523734353180373,142.5141590963865,6,4,4,W,59
XRPUSD_,22.128828674856052,140.01547704898294,6,4,5,W,59
XRPUSD_,21.43969307342719,135.65511747445484,6,4,6,W,59
XRPUSD_,18.623356289317368,117.83534291016467,6,5,1,W,59
XRPUSD_,19.168499028621994,121.28461814407054,6,5,2,W,59
XRPUSD_,17.650243282410287,111.67817644253864,6,5,3,W,59
XRPUSD_,20.001211996924063,126.55343310101253,6,5,4,W,59
XRPUSD_,20.45147564565794,129.4023809826021,6,5,5,W,59
XRPUSD_,21.506811865908315,136.07979741961955,6,5,6,W,59
XRPUSD_,18.691842813493402,118.2686768879739,6,6,1,W,59
XRPUSD_,18.405338437669247,116.45588112516785,6,6,2,W,59
XRPUSD_,155.17285131981723,981.8233545855061,6,6,3,W,59
XRPUSD_,17.2190476432955,108.94987735363576,6,6,4,W,59
XRPUSD_,21.43056709821197,135.59737479895807,6,6,5,W,59
XRPUSD_,18.322105386147353,115.92924161856249,6,6,6,W,59
